OTU#,Genus RDP,Kingdom,Phylum,Class ,Order,Family,Genus ,Species,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12
OTU94,Actinobacteria_Actinobacteria_Actinomycetales_Intrasporangiaceae_other_Humibacillus,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,other,Humibacillus,,0,0.000140427,0,0,0,0,0,0,0,0,0,0
OTU95,Actinobacteria_Actinobacteria_Actinomycetales_Intrasporangiaceae_other_Lapillicoccus,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,other,Lapillicoccus,,0,0,0,0.000114658,0,0,0,0,0,0,0,0
OTU96,Actinobacteria_Actinobacteria_Actinomycetales_Intrasporangiaceae_other_Oryzihumus,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,other,Oryzihumus,,0.000100386,0,0,0,0,0,0,0,0,0,0,0
OTU97,Actinobacteria_Actinobacteria_Actinomycetales_Intrasporangiaceae_unknown_Oryzihumus,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,unknown,Oryzihumus,,0.000100386,0.000140427,0,0.000114658,0.000107455,0,0,0,0.000196138,0.000160172,0,0
OTU98,Actinobacteria_Actinobacteria_Actinomycetales_Intrasporangiaceae_unknown_Terracoccus,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,unknown,Terracoccus,,0,0,0,0,0.000107455,0.000208532,0,0,0,0,0,0
OTU99,Actinobacteria_Actinobacteria_Actinomycetales_Kineosporiaceae_Kineosporia,Actinobacteria,Actinobacteria,Actinomycetales,Kineosporiaceae,Kineosporia,,,0,0,0,0.000114658,0,0,0,0,0.000130759,0,0,0
OTU100,Actinobacteria_Actinobacteria_Actinomycetales_Kineosporiaceae_other_Quadrisphaera,Actinobacteria,Actinobacteria,Actinomycetales,Kineosporiaceae,other,Quadrisphaera,,0,0,0,0,0,0,0,0.000132121,0,0,0.000106822,0
OTU101,Actinobacteria_Actinobacteria_Actinomycetales_Kineosporiaceae_unknown_Angustibacter,Actinobacteria,Actinobacteria,Actinomycetales,Kineosporiaceae,unknown,Angustibacter,,0,0,0,0,0,0,0,0,0,0,0.000106822,0
OTU102,Actinobacteria_Actinobacteria_Actinomycetales_Kineosporiaceae_unknown_Kineococcus,Actinobacteria,Actinobacteria,Actinomycetales,Kineosporiaceae,unknown,Kineococcus,,0,0,0.000210006,0.000183453,0,0,0,0.00018497,0,0,0,0
OTU103,Actinobacteria_Actinobacteria_Actinomycetales_Kineosporiaceae_unknown_Quadrisphaera,Actinobacteria,Actinobacteria,Actinomycetales,Kineosporiaceae,unknown,Quadrisphaera,,0.000301159,0.000220671,0,0,0.000134318,0,0.000292711,0.000132121,0.000239725,0.000114409,0.003631961,0
OTU104,Actinobacteria_Actinobacteria_Actinomycetales_Microbacteriaceae_Alpinimonas,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Alpinimonas,,,0,0,0.000163338,0,0,0,0.000121963,0,0,0,0,0
OTU105,Actinobacteria_Actinobacteria_Actinomycetales_Microbacteriaceae_Microbacterium,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium,,,0,0,0,0,0.000188046,0.000208532,0,0,0.000130759,0.000114409,0,0.000330033
OTU106,Actinobacteria_Actinobacteria_Actinomycetales_Microbacteriaceae_other_Alpinimonas,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,other,Alpinimonas,,0,0,0,0,0,0,0,0.000132121,0,0,0,0.000165017
OTU107,Actinobacteria_Actinobacteria_Actinomycetales_Microbacteriaceae_other_Marisediminicola,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,other,Marisediminicola,,0.000175676,0.000240732,0.000186672,0,0,0,0.000170748,0.000158546,0,0,0.000178037,0
OTU108,Actinobacteria_Actinobacteria_Actinomycetales_Microbacteriaceae_other_Microterricola,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,other,Microterricola,,0,0,0,0.000206384,0,0,0,0,0,0,0,0
OTU109,Actinobacteria_Actinobacteria_Actinomycetales_Microbacteriaceae_other_Schumannella,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,other,Schumannella,,0,0,0,0.000137589,0,0,0,0,0,0,0,0
OTU110,Actinobacteria_Actinobacteria_Actinomycetales_Microbacteriaceae_unknown_Alpinimonas,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,unknown,Alpinimonas,,0,0,0,0,0.000107455,0.000148951,0,0,0,0,0,0
OTU111,Actinobacteria_Actinobacteria_Actinomycetales_Microbacteriaceae_unknown_Cryobacterium,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,unknown,Cryobacterium,,0,0.000160488,0,0,0,0,0.000121963,0,0,0,0,0
OTU112,Actinobacteria_Actinobacteria_Actinomycetales_Microbacteriaceae_unknown_Marisediminicola,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,unknown,Marisediminicola,,0,0.000220671,0.000140004,0,0,0,0,0,0,0,0,0
OTU113,Actinobacteria_Actinobacteria_Actinomycetales_Microbacteriaceae_unknown_Microterricola,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,unknown,Microterricola,,0,0,0,0.000137589,0.000214909,0.000119161,0,0,0,0,0,0
OTU114,Actinobacteria_Actinobacteria_Actinomycetales_Microbacteriaceae_unknown_Salinibacterium,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,unknown,Salinibacterium,,0,0,0,0,0,0,0,0,0.000174345,0.000114409,0,0
OTU115,Actinobacteria_Actinobacteria_Actinomycetales_Micrococcaceae_Arthrobacter,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,,,0.000125483,0.000100305,0.000140004,0.000321042,0.000752183,0.000417064,0.000365889,0.000343515,0.000435863,0.000434753,0,0.000247525
OTU116,Actinobacteria_Actinobacteria_Actinomycetales_Micrococcaceae_other_Enteractinococcus,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,other,Enteractinococcus,,0,0.000140427,0,0,0,0,0,0,0,0,0,0
OTU117,Actinobacteria_Actinobacteria_Actinomycetales_Micrococcaceae_unknown_Enteractinococcus,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,unknown,Enteractinococcus,,0.000100386,0,0,0,0,0,0,0,0,0,0,0
OTU118,Actinobacteria_Actinobacteria_Actinomycetales_Micrococcineae_incertae_sedis_unknown_Luteimicrobium,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcineae,incertae,sedis,unknown,0,0,0,0,0,0,0,0.000158546,0,0,0,0
OTU119,Actinobacteria_Actinobacteria_Actinomycetales_Micromonosporaceae_Actinoplanes,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Actinoplanes,,,0,0,0,0,0,0,0,0,0.00034869,0,0,0.000247525
OTU120,Actinobacteria_Actinobacteria_Actinomycetales_Micromonosporaceae_Asanoa,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Asanoa,,,0,0,0,0,0.000322364,0,0,0,0.000196138,0,0,0.000247525
OTU121,Actinobacteria_Actinobacteria_Actinomycetales_Micromonosporaceae_Dactylosporangium,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Dactylosporangium,,,0,0,0,0,0,0,0,0,0,0,0,0.000412541
OTU122,Actinobacteria_Actinobacteria_Actinomycetales_Micromonosporaceae_Luedemannella,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Luedemannella,,,0,0,0,0,0.000107455,0,0,0,0,0,0,0
OTU123,Actinobacteria_Actinobacteria_Actinomycetales_Micromonosporaceae_other_Catelliglobosispora,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,other,Catelliglobosispora,,0,0.00020061,0,0,0,0,0,0,0,0,0,0
OTU124,Actinobacteria_Actinobacteria_Actinomycetales_Micromonosporaceae_other_Jishengella,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,other,Jishengella,,0,0,0,0,0,0,0,0,0,0,0.000498504,0
OTU125,Actinobacteria_Actinobacteria_Actinomycetales_Micromonosporaceae_other_Xiangella,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,other,Xiangella,,0,0,0,0.000137589,0,0,0,0,0,0,0.00028486,0
OTU126,Actinobacteria_Actinobacteria_Actinomycetales_Micromonosporaceae_unknown_Actinoplanes,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,unknown,Actinoplanes,,0,0,0,0,0,0,0,0,0.000196138,0,0,0
OTU127,Actinobacteria_Actinobacteria_Actinomycetales_Micromonosporaceae_unknown_Asanoa,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,unknown,Asanoa,,0,0,0,0,0.000241773,0,0,0,0.000217931,0,0,0.000412541
OTU128,Actinobacteria_Actinobacteria_Actinomycetales_Micromonosporaceae_unknown_Dactylosporangium,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,unknown,Dactylosporangium,,0,0,0,0,0,0,0,0,0,0,0,0.000165017
OTU129,Actinobacteria_Actinobacteria_Actinomycetales_Micromonosporaceae_unknown_Hamadaea,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,unknown,Hamadaea,,0.00015058,0.000160488,0,0,0.000134318,0,0.000121963,0,0,0.00013729,0.000249252,0
OTU130,Actinobacteria_Actinobacteria_Actinomycetales_Micromonosporaceae_unknown_Luedemannella,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,unknown,Luedemannella,,0,0,0,0,0.000107455,0,0,0,0.000108966,0,0.002029625,0
OTU131,Actinobacteria_Actinobacteria_Actinomycetales_Micromonosporaceae_unknown_Phytomonospora,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,unknown,Phytomonospora,,0.000125483,0.000180549,0.000163338,0,0.000107455,0,0,0,0,0.000114409,0,0
OTU132,Actinobacteria_Actinobacteria_Actinomycetales_Micromonosporaceae_unknown_Pseudosporangium,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,unknown,Pseudosporangium,,0,0,0,0,0.000134318,0.000119161,0,0,0,0,0,0
OTU133,Actinobacteria_Actinobacteria_Actinomycetales_Mycobacteriaceae_Mycobacterium,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,,,0.00015058,0.000120366,0,0.000389837,0.000832774,0.000268112,0.000414675,0.000211394,0.000283311,0.000480516,0.000106822,0.000577558
OTU134,Actinobacteria_Actinobacteria_Actinomycetales_Nakamurellaceae_Nakamurella,Actinobacteria,Actinobacteria,Actinomycetales,Nakamurellaceae,Nakamurella,,,0.000125483,0,0,0.000160521,0.000134318,0.000268112,0,0,0,0.000114409,0,0.000247525
OTU135,Actinobacteria_Actinobacteria_Actinomycetales_Nocardiaceae_Rhodococcus,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,,,0.00015058,0,0,0,0,0,0,0,0,0,0,0
OTU136,Actinobacteria_Actinobacteria_Actinomycetales_Nocardiaceae_other_Smaragdicoccus,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,other,Smaragdicoccus,,0,0,0,0,0,0,0,0,0,0,0,0.000165017
OTU137,Actinobacteria_Actinobacteria_Actinomycetales_Nocardiaceae_unknown_Millisia,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,unknown,Millisia,,0,0,0,0,0,0,0,0,0,0.00013729,0,0.000165017
OTU138,Actinobacteria_Actinobacteria_Actinomycetales_Nocardioidaceae_Marmoricola,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Marmoricola,,,0.000175676,0,0,0.000252247,0.000402955,0.000268112,0,0,0.000217931,0.000434753,0,0.000165017
OTU139,Actinobacteria_Actinobacteria_Actinomycetales_Nocardioidaceae_Nocardioides,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,,,0,0.000100305,0.000163338,0.000596221,0.000483546,0.000178742,0.000341497,0.000317091,0.000305104,0.000549161,0,0.000247525
OTU140,Actinobacteria_Actinobacteria_Actinomycetales_Nocardioidaceae_unknown_Nocardioides,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,unknown,Nocardioides,,0,0,0,0,0,0.000119161,0.000219534,0,0,0.000228817,0,0
OTU141,Actinobacteria_Actinobacteria_Actinomycetales_Nocardioidaceae_unknown_Pimelobacter,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,unknown,Pimelobacter,,0,0,0,0.000114658,0,0,0,0,0.000130759,0,0,0
OTU142,Actinobacteria_Actinobacteria_Actinomycetales_Promicromonosporaceae_other_Xylanibacterium,Actinobacteria,Actinobacteria,Actinomycetales,Promicromonosporaceae,other,Xylanibacterium,,0,0,0,0,0,0,0,0,0,0,0.000106822,0
OTU143,Actinobacteria_Actinobacteria_Actinomycetales_Promicromonosporaceae_unknown_Cellulosimicrobium,Actinobacteria,Actinobacteria,Actinomycetales,Promicromonosporaceae,unknown,Cellulosimicrobium,,0.000100386,0,0,0,0,0,0,0,0,0,0,0
OTU144,Actinobacteria_Actinobacteria_Actinomycetales_Promicromonosporaceae_unknown_Xylanibacterium,Actinobacteria,Actinobacteria,Actinomycetales,Promicromonosporaceae,unknown,Xylanibacterium,,0,0,0,0,0,0,0,0,0,0,0.000178037,0
OTU145,Actinobacteria_Actinobacteria_Actinomycetales_Promicromonosporaceae_unknown_Xylanimonas,Actinobacteria,Actinobacteria,Actinomycetales,Promicromonosporaceae,unknown,Xylanimonas,,0,0,0,0,0,0,0,0.000105697,0,0,0,0
OTU146,Actinobacteria_Actinobacteria_Actinomycetales_Propionibacteriaceae_Friedmanniella,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Friedmanniella,,,0,0,0,0,0,0.000119161,0,0,0,0,0,0
OTU147,Actinobacteria_Actinobacteria_Actinomycetales_Propionibacteriaceae_Microlunatus,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Microlunatus,,,0,0,0,0,0.000134318,0,0,0.000158546,0.000108966,0.000114409,0,0.000247525
OTU148,Actinobacteria_Actinobacteria_Actinomycetales_Propionibacteriaceae_Propionibacterium,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,,,0,0,0.000210006,0,0,0,0,0,0,0,0,0
OTU149,Actinobacteria_Actinobacteria_Actinomycetales_Propionibacteriaceae_other_Auraticoccus,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,other,Auraticoccus,,0,0.000160488,0.000210006,0,0,0.000238322,0.000146356,0.000158546,0.000174345,0,0,0.000247525
OTU150,Actinobacteria_Actinobacteria_Actinomycetales_Propionibacteriaceae_unknown_Auraticoccus,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,unknown,Auraticoccus,,0,0.000160488,0.000420011,0,0,0,0,0.000158546,0.000108966,0,0,0.000165017
OTU151,Actinobacteria_Actinobacteria_Actinomycetales_Propionibacteriaceae_unknown_Microlunatus,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,unknown,Microlunatus,,0,0,0,0,0.000107455,0,0,0,0,0,0,0
OTU152,Actinobacteria_Actinobacteria_Actinomycetales_Propionibacteriaceae_unknown_Propionicimonas,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,unknown,Propionicimonas,,0,0,0.00011667,0,0.000134318,0,0,0,0,0,0,0
OTU153,Actinobacteria_Actinobacteria_Actinomycetales_Pseudonocardiaceae_Pseudonocardia,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,,,0,0,0,0.000160521,0.000134318,0,0,0,0.000108966,0.000114409,0,0
OTU154,Actinobacteria_Actinobacteria_Actinomycetales_Pseudonocardiaceae_other_Goodfellowiella,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,other,Goodfellowiella,,0,0,0,0,0,0,0.000146356,0,0,0,0,0
OTU155,Actinobacteria_Actinobacteria_Actinomycetales_Pseudonocardiaceae_unknown_Thermobispora,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,unknown,Thermobispora,,0,0,0,0,0,0,0,0,0,0,0.000320467,0
OTU156,Actinobacteria_Actinobacteria_Actinomycetales_Ruaniaceae_unknown_Haloactinobacterium,Actinobacteria,Actinobacteria,Actinomycetales,Ruaniaceae,unknown,Haloactinobacterium,,0,0,0.000210006,0,0,0,0,0,0,0,0,0
OTU157,Actinobacteria_Actinobacteria_Actinomycetales_Sporichthyaceae_unknown_Sporichthya,Actinobacteria,Actinobacteria,Actinomycetales,Sporichthyaceae,unknown,Sporichthya,,0,0,0,0,0.000188046,0.000148951,0.000146356,0.000132121,0,0.00013729,0,0
OTU158,Actinobacteria_Actinobacteria_Actinomycetales_Streptomycetaceae_Streptomyces,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,,,0,0,0,0,0,0,0,0,0,0,0,0.000247525
OTU159,Actinobacteria_Actinobacteria_Actinomycetales_Streptosporangiaceae_unknown_Thermocatellispora,Actinobacteria,Actinobacteria,Actinomycetales,Streptosporangiaceae,unknown,Thermocatellispora,,0,0,0,0,0.000107455,0.000148951,0.000195141,0,0,0,0,0.000165017
OTU160,Actinobacteria_Actinobacteria_Actinomycetales_Streptosporangineae_incertae_sedis_other_Sinosporangium,Actinobacteria,Actinobacteria,Actinomycetales,Streptosporangineae,incertae,sedis,other,0,0,0,0,0,0,0,0,0,0,0.000249252,0
OTU161,Actinobacteria_Actinobacteria_Actinomycetales_Streptosporangineae_incertae_sedis_unknown_Sinosporangium,Actinobacteria,Actinobacteria,Actinomycetales,Streptosporangineae,incertae,sedis,unknown,0,0.000120366,0,0,0.000134318,0,0,0,0,0,0.000213645,0
OTU162,Actinobacteria_Actinobacteria_Coriobacteriales_Coriobacteriaceae_other_Adlercreutzia,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,other,Adlercreutzia,,0,0,0.000186672,0,0,0,0,0,0.000130759,0,0,0
OTU163,Actinobacteria_Actinobacteria_Coriobacteriales_Coriobacteriaceae_other_Asaccharobacter,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,other,Asaccharobacter,,0.000301159,0.000220671,0.000420011,0.000137589,0.000107455,0,0.000146356,0.000158546,0,0,0,0.000247525
OTU164,Actinobacteria_Actinobacteria_Coriobacteriales_Coriobacteriaceae_other_Parvibacter,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,other,Parvibacter,,0,0,0.000140004,0,0,0,0,0,0,0,0,0
OTU165,Actinobacteria_Actinobacteria_Coriobacteriales_Coriobacteriaceae_unknown_Adlercreutzia,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,unknown,Adlercreutzia,,0.000100386,0.000220671,0,0,0,0,0,0.000132121,0,0.000183054,0,0
OTU166,Actinobacteria_Actinobacteria_Coriobacteriales_Coriobacteriaceae_unknown_Asaccharobacter,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,unknown,Asaccharobacter,,0.000301159,0.00020061,0.000326675,0.000114658,0,0.000536225,0.000170748,0.000105697,0.000217931,0.000160172,0,0
OTU167,Actinobacteria_Actinobacteria_Coriobacteriales_Coriobacteriaceae_unknown_Parvibacter,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,unknown,Parvibacter,,0,0.000160488,0.000420011,0,0,0,0,0,0,0,0,0
OTU168,Actinobacteria_Actinobacteria_Gaiellales_Gaiellaceae_Gaiella,Actinobacteria,Actinobacteria,Gaiellales,Gaiellaceae,Gaiella,,,0.000652512,0.001063232,0.000863356,0.001054852,0.001396911,0.000714967,0.001122061,0.000977698,0.001198623,0.001121204,0.00028486,0.000412541
OTU169,Actinobacteria_Actinobacteria_Gaiellales_Gaiellaceae_other_Gaiella,Actinobacteria,Actinobacteria,Gaiellales,Gaiellaceae,other,Gaiella,,0,0.000120366,0.000280007,0.000160521,0,0,0.000195141,0.00018497,0,0,0,0
OTU170,Actinobacteria_Actinobacteria_Gaiellales_Gaiellaceae_unknown_Gaiella,Actinobacteria,Actinobacteria,Gaiellales,Gaiellaceae,unknown,Gaiella,,0.000301159,0.000461403,0.000490013,0.000275179,0.000376091,0.000208532,0.000756171,0.000634182,0.00034869,0.000274581,0.00014243,0.000247525
OTU171,Actinobacteria_Actinobacteria_Solirubrobacterales_Conexibacteraceae_Conexibacter,Actinobacteria,Actinobacteria,Solirubrobacterales,Conexibacteraceae,Conexibacter,,,0,0,0,0,0.000134318,0.000148951,0,0.000105697,0,0,0,0
OTU172,Actinobacteria_Actinobacteria_Solirubrobacterales_Conexibacteraceae_other_Conexibacter,Actinobacteria,Actinobacteria,Solirubrobacterales,Conexibacteraceae,other,Conexibacter,,0.00015058,0.000120366,0.000280007,0.000206384,0,0,0.000243926,0.000132121,0,0,0,0
OTU173,Actinobacteria_Actinobacteria_Solirubrobacterales_Conexibacteraceae_unknown_Conexibacter,Actinobacteria,Actinobacteria,Solirubrobacterales,Conexibacteraceae,unknown,Conexibacter,,0.000627416,0.000441342,0.000770021,0.000504495,0.001235729,0.000893708,0.000634208,0.000951274,0.000675587,0.000572043,0.000213645,0.000742574
OTU174,Actinobacteria_Actinobacteria_Solirubrobacterales_Patulibacteraceae_Patulibacter,Actinobacteria,Actinobacteria,Solirubrobacterales,Patulibacteraceae,Patulibacter,,,0,0,0,0.000183453,0,0,0,0,0.000152552,0,0,0
OTU175,Actinobacteria_Actinobacteria_Solirubrobacterales_Patulibacteraceae_unknown_Patulibacter,Actinobacteria,Actinobacteria,Solirubrobacterales,Patulibacteraceae,unknown,Patulibacter,,0.000100386,0.000180549,0,0,0,0.000238322,0,0.000158546,0,0.000160172,0,0
OTU176,Actinobacteria_Actinobacteria_Solirubrobacterales_Solirubrobacteraceae_Solirubrobacter,Actinobacteria,Actinobacteria,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,,,0,0,0,0.000160521,0,0,0,0,0,0.000228817,0,0
OTU177,Actinobacteria_Actinobacteria_Solirubrobacterales_Solirubrobacteraceae_unknown_Solirubrobacter,Actinobacteria,Actinobacteria,Solirubrobacterales,Solirubrobacteraceae,unknown,Solirubrobacter,,0,0.000120366,0,0.000114658,0,0,0,0,0.000196138,0,0.000106822,0
OTU178,Actinobacteria_Thermoleophilia_Thermoleophilales_Thermoleophilaceae_unknown_Thermoleophilum,Actinobacteria,Thermoleophilia,Thermoleophilales,Thermoleophilaceae,unknown,Thermoleophilum,,0.000100386,0,0.000140004,0.000114658,0,0,0.000219534,0.000105697,0.000130759,0.000114409,0,0
OTU179,Aminicenantes_Aminicenantes_genera_incertae_sedis_Aminicenantes_genera_incertae_sedis_Aminicenantes_genera_incertae_sedis_unknown_Aminicenantes_genera_incertae_sedis,Aminicenantes,Aminicenantes,genera,incertae,sedis,Aminicenantes,genera,0,0.000100305,0.000653351,0,0,0,0.000121963,0.000132121,0,0,0,0.000330033
OTU180,Aquificae_Aquificae_Aquificales_Aquificaceae_other_Aquifex,Aquificae,Aquificae,Aquificales,Aquificaceae,other,Aquifex,,0.00015058,0.000521586,0.000303341,0,0.000107455,0,0.000268319,0.000237818,0.000196138,0.000114409,0.00014243,0
OTU181,Aquificae_Aquificae_Aquificales_Aquificaceae_unknown_Aquifex,Aquificae,Aquificae,Aquificales,Aquificaceae,unknown,Aquifex,,0.000200773,0.001143476,0.000536681,0.000137589,0,0,0.000121963,0.00018497,0.000217931,0,0,0
OTU182,Aquificae_Aquificae_Aquificales_Hydrogenothermaceae_other_Venenivibrio,Aquificae,Aquificae,Aquificales,Hydrogenothermaceae,other,Venenivibrio,,0,0.000100305,0.000280007,0,0.000107455,0,0,0,0,0,0,0
OTU183,Aquificae_Aquificae_Aquificales_Hydrogenothermaceae_unknown_Venenivibrio,Aquificae,Aquificae,Aquificales,Hydrogenothermaceae,unknown,Venenivibrio,,0.000451739,0.000260793,0,0.000321042,0.000322364,0.000148951,0.000219534,0.000264243,0.000435863,0.000320344,0,0
OTU184,Aquificae_Aquificae_Desulfurobacteriales_Desulfurobacteriaceae_other_Balnearium,Aquificae,Aquificae,Desulfurobacteriales,Desulfurobacteriaceae,other,Balnearium,,0.000100386,0.000140427,0,0,0,0,0.000121963,0,0,0,0,0
OTU185,Aquificae_Aquificae_Desulfurobacteriales_Desulfurobacteriaceae_unknown_Balnearium,Aquificae,Aquificae,Desulfurobacteriales,Desulfurobacteriaceae,unknown,Balnearium,,0.000376449,0.002487562,0,0,0,0,0,0,0,0,0,0
OTU186,Armatimonadetes_Armatimonadetes_gp2_Armatimonadetes_gp2_Armatimonadetes_gp2_Armatimonadetes_gp2,Armatimonadetes,Armatimonadetes,gp2,Armatimonadetes,gp2,Armatimonadetes,gp2,0.000878382,0.000842561,0.00088669,0.000206384,0.000429819,0.000208532,0.000536638,0.000713455,0.000392277,0.000320344,0,0
OTU187,Armatimonadetes_Armatimonadetes_gp4_Armatimonadetes_gp4_Armatimonadetes_gp4_Armatimonadetes_gp4,Armatimonadetes,Armatimonadetes,gp4,Armatimonadetes,gp4,Armatimonadetes,gp4,0,0,0,0.000183453,0.000241773,0.000119161,0,0.000105697,0.000108966,0,0,0
